Tempo,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12
137.14,-135.6,89.92,29.19,20.54,5.8,14.77,-4.65,-0.09,-3.09,8.17,-5.37,0.02,-1.24,3.85,-2.72,2.51,-7.48,-1.21,-13.07,-4.74,0.32,0.55,0.9,0.42,0.22,0.31,0.28,0.29,0.31,0.57,0.28,0.29
96.0,-116.88,106.13,2.78,33.4,10.19,16.66,-0.82,6.65,-0.46,7.0,-1.81,1.99,-5.38,0.94,-4.65,2.24,-1.83,0.37,-5.72,0.63,0.35,0.27,0.29,0.55,0.73,0.7,0.6,0.65,0.56,0.45,0.32,0.3
76.8,-69.6,66.61,5.37,30.83,7.69,14.3,2.92,10.19,0.05,7.28,1.78,5.58,-7.59,3.92,-4.63,3.35,-4.44,1.11,-13.61,-6.24,0.54,0.46,0.57,0.57,0.32,0.19,0.21,0.41,0.32,0.45,0.51,0.44
112.94,-208.8,127.41,3.05,19.56,13.9,1.54,-12.08,0.06,-4.83,-0.75,-1.51,-0.3,-9.85,-14.31,-10.73,-4.63,-3.46,4.56,-9.94,-13.53,0.38,0.13,0.06,0.14,0.38,0.21,0.28,0.37,0.23,0.52,0.42,0.44
101.05,-200.08,76.82,-30.73,29.92,-33.52,10.73,5.61,2.03,-6.55,7.85,-3.89,8.95,4.43,-7.11,-10.03,-9.32,-5.78,4.93,2.82,8.74,0.48,0.21,0.21,0.42,0.4,0.67,0.61,0.26,0.17,0.18,0.17,0.24
87.27,-106.06,87.88,-8.97,36.48,15.34,12.95,0.96,13.5,8.55,2.91,-2.28,7.2,-11.87,-3.8,-8.72,-4.95,-5.76,4.63,-1.15,8.32,0.55,0.4,0.48,0.53,0.58,0.33,0.21,0.19,0.46,0.41,0.4,0.73
137.14,-209.21,112.55,-11.97,38.49,-20.98,10.5,-18.61,-5.33,-17.9,-4.89,-17.55,-4.76,-5.16,-4.46,-1.58,0.54,-2.58,-3.39,-1.11,-11.39,0.72,0.41,0.14,0.14,0.31,0.23,0.2,0.34,0.4,0.32,0.15,0.43
101.05,-85.52,80.11,4.03,34.23,-5.52,1.28,-3.82,10.24,-7.25,7.82,-0.09,12.33,-5.83,-0.94,-2.52,-1.93,-3.4,0.12,-1.56,0.06,0.38,0.43,0.54,0.51,0.59,0.48,0.77,0.61,0.36,0.41,0.39,0.39
128.0,-147.61,108.19,-5.58,38.03,2.35,4.29,-12.13,-2.61,-9.43,-2.03,-6.96,3.05,-7.98,8.48,-1.61,12.32,-11.14,-7.54,-8.66,5.56,0.3,0.43,0.35,0.16,0.13,0.28,0.23,0.42,0.22,0.27,0.66,0.31
147.69,-233.74,30.36,7.71,30.51,-1.12,20.82,6.03,17.16,7.64,13.48,12.6,8.61,-0.48,8.45,-1.63,4.34,3.57,-1.27,1.62,9.37,0.34,0.31,0.5,0.53,0.57,0.45,0.55,0.56,0.44,0.33,0.47,0.64
106.67,-183.04,140.7,16.25,-10.12,7.64,11.19,8.44,13.96,2.37,8.7,4.42,7.85,0.21,1.29,-2.82,3.08,-0.59,2.66,-2.05,6.91,0.39,0.28,0.22,0.31,0.4,0.42,0.26,0.28,0.3,0.64,0.63,0.3
120.0,-141.34,63.04,12.97,22.8,0.62,12.0,-1.14,10.47,0.19,2.78,-5.31,4.94,-5.6,-2.19,-4.33,2.99,-10.57,-1.43,-4.88,5.67,0.33,0.31,0.31,0.32,0.42,0.38,0.42,0.69,0.68,0.34,0.36,0.32
83.48,-141.46,88.96,4.06,36.93,10.19,18.46,6.79,2.76,-2.58,16.11,-0.61,-0.23,-2.02,5.54,-8.57,-3.43,-6.19,-5.17,-7.54,-6.23,0.31,0.33,0.94,0.67,0.3,0.32,0.2,0.31,0.2,0.3,0.26,0.18
128.0,-142.19,110.57,-6.97,40.79,2.65,9.43,-7.61,0.87,-1.24,2.59,-10.3,1.24,-4.13,-1.12,-4.68,-2.16,-7.12,4.89,-6.82,-2.25,0.32,0.22,0.38,0.62,0.59,0.32,0.4,0.37,0.28,0.28,0.52,0.51
147.69,-188.93,123.73,-11.27,29.84,-22.34,5.38,-20.03,-2.5,-14.11,-5.93,-18.07,-7.24,-10.28,-0.32,-6.41,-2.24,-7.98,-2.87,-1.74,-10.51,0.42,0.27,0.34,0.21,0.41,0.26,0.38,0.51,0.36,0.45,0.25,0.57
160.0,-164.94,64.01,23.29,34.05,13.7,12.04,3.95,7.27,3.69,11.42,-6.94,0.46,-0.89,6.35,-0.62,8.79,5.57,-0.27,-10.15,3.7,0.18,0.29,0.43,0.31,0.35,0.57,0.53,0.45,0.52,0.81,0.32,0.16
160.0,-254.59,141.52,9.45,25.12,-3.74,0.61,-8.23,-8.71,-11.01,-8.52,-9.58,1.41,-3.25,-5.19,-3.02,-2.37,-10.06,-13.35,-16.97,-1.91,0.27,0.13,0.32,0.19,0.11,0.04,0.12,0.31,0.34,0.23,0.41,0.3
174.55,-117.05,54.81,5.68,39.08,3.56,15.16,1.11,2.36,-4.66,9.28,0.16,6.4,-6.92,-2.95,-12.05,7.52,-1.73,-1.24,-5.2,3.85,0.26,0.46,0.63,0.52,0.57,0.58,0.68,0.43,0.55,0.6,0.49,0.35
96.0,-154.39,27.05,26.62,35.3,10.19,2.0,-8.69,4.54,-4.92,-4.35,-10.8,2.24,-14.16,-12.3,-7.17,-3.2,-6.4,2.66,-4.39,2.5,0.27,0.15,0.24,0.22,0.26,0.43,0.43,0.45,0.23,0.29,0.6,0.47
160.0,-234.03,85.05,14.98,51.01,23.8,21.66,-4.16,4.35,-6.16,3.56,-6.07,-1.19,-11.22,-4.56,-8.66,-2.97,-8.57,-5.82,-7.59,-4.89,0.52,0.4,0.2,0.34,0.17,0.17,0.23,0.35,0.51,0.43,0.48,0.42
112.94,-138.19,99.27,4.28,26.12,23.45,20.43,2.11,18.72,8.33,7.13,-0.75,9.62,4.85,7.13,-1.42,3.27,0.47,8.2,-2.53,3.41,0.42,0.36,0.36,0.36,0.26,0.23,0.35,0.37,0.57,0.44,0.45,0.63
101.05,-237.48,119.74,23.26,34.43,11.06,3.61,-3.17,-5.62,-11.25,-7.23,-17.39,-7.04,-17.79,-1.39,-11.54,-5.6,-6.4,-4.05,-12.3,2.98,0.34,0.17,0.2,0.32,0.25,0.45,0.74,0.39,0.24,0.21,0.22,0.48
87.27,-211.02,147.16,42.83,11.52,14.94,10.53,-0.74,-6.27,-4.65,0.25,-7.33,0.34,-12.38,-9.05,2.85,-2.62,5.18,-3.34,-0.64,2.99,0.43,0.15,0.3,0.17,0.16,0.46,0.19,0.43,0.71,0.19,0.06,0.25
73.85,-133.3,90.1,-33.75,8.15,-35.89,7.14,-16.86,-1.98,-7.08,2.15,-5.98,-10.84,-12.63,2.37,-5.47,-14.17,-25.03,-1.27,-3.29,-6.01,0.5,0.21,0.24,0.19,0.07,0.26,0.51,0.26,0.07,0.42,0.39,0.51
128.0,-165.37,58.08,2.49,68.05,-7.59,16.69,15.95,12.67,13.59,1.4,3.15,3.56,-3.54,-6.37,-2.97,8.57,-9.49,3.32,-4.45,-4.44,0.23,0.33,0.27,0.19,0.2,0.18,0.15,0.3,0.27,0.63,0.65,0.23
106.67,-68.46,65.75,-25.2,27.26,22.96,13.2,-7.28,15.44,-3.09,2.78,0.25,1.07,1.38,1.62,-1.5,-1.05,-6.84,-4.73,-8.43,-7.15,0.61,0.58,0.43,0.48,0.41,0.32,0.39,0.37,0.46,0.41,0.66,0.81
147.69,-159.26,99.56,8.33,17.24,20.62,12.42,10.68,24.47,11.6,13.31,10.18,6.16,-3.12,6.21,-9.43,5.96,-8.79,-6.43,1.62,2.94,0.53,0.73,0.6,0.46,0.47,0.14,0.1,0.14,0.34,0.19,0.28,0.42
83.48,-122.69,61.13,17.85,38.43,24.7,19.87,3.44,11.18,1.07,11.49,1.36,9.32,5.32,7.93,-7.18,-1.88,-3.46,1.98,-9.88,-5.84,0.43,0.62,0.62,0.43,0.23,0.35,0.62,0.57,0.61,0.64,0.47,0.41
128.0,-173.07,104.44,-22.91,23.46,-10.62,20.74,-8.2,-8.72,-2.05,-0.49,-2.29,7.79,0.76,3.63,-9.11,-7.16,-7.7,2.35,-4.07,1.62,0.7,0.25,0.34,0.25,0.39,0.53,0.25,0.32,0.28,0.19,0.11,0.47
128.0,-153.92,94.28,9.4,40.58,5.46,9.12,5.21,6.74,-10.75,7.83,9.09,-1.48,-5.56,11.83,3.09,-3.88,-6.26,-1.6,-6.5,-3.12,0.18,0.38,0.69,0.63,0.63,0.46,0.29,0.25,0.22,0.44,0.48,0.24
101.05,-83.38,75.17,7.29,22.12,-0.78,8.14,-3.59,12.97,1.69,6.13,-0.31,4.51,0.4,10.79,-2.89,1.38,-6.75,-1.36,-7.52,-4.98,0.79,0.36,0.15,0.16,0.22,0.41,0.4,0.38,0.27,0.27,0.33,0.53
160.0,-178.59,118.19,3.66,10.37,5.5,6.58,9.37,3.8,-9.94,1.86,-1.23,5.46,-4.49,8.72,0.4,4.86,-2.41,0.67,-5.28,-1.5,0.5,0.55,0.66,0.42,0.29,0.29,0.24,0.31,0.66,0.46,0.24,0.42
147.69,-108.47,66.96,-43.94,47.19,2.43,24.35,-0.26,6.58,2.03,9.43,-3.71,8.04,-2.67,5.04,-4.96,2.69,-6.55,-1.92,-3.1,7.07,0.16,0.08,0.17,0.26,0.35,0.64,0.11,0.12,0.32,0.21,0.3,0.15
112.94,-159.58,121.31,-6.29,35.27,-11.7,0.44,-11.43,-15.73,-12.24,-5.91,-13.06,-4.09,-2.85,-4.49,-5.57,-1.37,-7.09,-2.17,-12.24,-9.09,0.29,0.33,0.6,0.15,0.09,0.11,0.51,0.42,0.21,0.52,0.24,0.23
112.94,-164.13,117.9,2.54,37.65,-11.74,10.36,-13.54,-17.69,-5.43,-5.31,-12.87,3.06,-0.69,1.91,-9.19,2.79,-16.73,0.11,-6.35,-15.3,0.42,0.22,0.45,0.2,0.28,0.27,0.17,0.35,0.24,0.33,0.16,0.14
120.0,-236.33,88.71,-42.93,3.49,-12.08,7.63,11.7,16.8,-0.19,-1.77,-1.09,-8.97,-0.52,0.47,-6.49,-3.3,-7.41,6.62,-6.19,6.85,0.3,0.2,0.33,0.39,0.25,0.26,0.2,0.52,0.45,0.35,0.38,0.15
128.0,-296.46,105.43,25.64,28.81,-1.1,17.23,-2.34,-3.6,-15.97,0.55,-10.5,-9.96,-15.49,0.81,-23.1,-5.92,-4.91,-8.64,-10.13,-1.05,0.18,0.17,0.26,0.18,0.17,0.17,0.24,0.13,0.4,0.58,0.34,0.37
160.0,-263.09,10.12,33.13,41.8,3.33,19.49,4.77,11.8,-0.37,11.76,-4.51,1.99,-7.09,5.11,-0.32,2.93,-0.76,-5.74,-11.09,12.85,0.49,0.51,0.59,0.83,0.72,0.86,0.8,0.56,0.64,0.66,0.8,0.5
174.55,-143.57,54.11,19.51,33.13,8.64,18.05,11.28,13.57,-5.04,7.19,3.66,15.74,-4.32,-0.53,-8.63,-3.25,-4.05,-0.86,-6.96,-0.47,0.33,0.39,0.83,0.78,0.38,0.24,0.31,0.35,0.33,0.43,0.42,0.32
137.14,-114.89,86.62,9.11,4.66,17.96,18.42,6.13,5.7,1.03,9.06,-5.66,7.71,-1.58,3.15,-4.89,8.06,-3.36,0.61,-12.41,1.44,0.29,0.62,0.47,0.4,0.34,0.59,0.51,0.34,0.57,0.31,0.21,0.18
128.0,-216.34,108.39,-3.8,25.54,5.89,-1.74,-5.72,3.15,-10.31,-1.97,-6.98,-1.71,-14.11,-6.18,-7.98,5.77,-2.87,8.42,-2.6,-7.92,0.25,0.11,0.06,0.14,0.6,0.39,0.33,0.14,0.12,0.28,0.11,0.23
174.55,-178.11,145.57,-16.12,17.23,-19.88,-2.26,-7.4,-5.25,-11.36,-4.57,-2.64,3.69,-21.99,0.04,-2.99,3.59,2.55,7.03,-4.36,5.37,0.33,0.21,0.08,0.29,0.36,0.25,0.13,0.33,0.43,0.16,0.11,0.16
128.0,-220.63,126.09,9.94,28.76,-1.99,10.07,-1.81,7.21,-5.28,-4.42,-5.7,2.13,-5.53,0.94,-9.78,0.46,-11.17,-6.12,-7.3,-0.22,0.31,0.38,0.44,0.4,0.17,0.15,0.1,0.19,0.46,0.39,0.39,0.25
112.94,-218.01,158.68,-13.66,39.04,-8.0,2.99,-7.46,-2.86,-12.98,-14.0,-4.86,8.35,-7.58,-6.51,-8.45,0.61,-6.56,4.05,2.38,-2.21,0.28,0.28,0.29,0.21,0.43,0.56,0.61,0.37,0.25,0.27,0.18,0.44
147.69,-152.08,78.14,10.03,21.05,10.7,4.04,-4.95,2.19,-4.07,2.89,0.66,6.9,-0.1,-0.94,-1.91,-1.35,-9.96,2.3,-3.94,0.69,0.2,0.34,0.39,0.25,0.21,0.4,0.44,0.28,0.22,0.48,0.38,0.23
137.14,-136.78,105.85,-17.05,34.79,8.88,12.37,-2.83,7.48,-4.6,5.56,0.34,7.04,-3.48,3.64,-3.81,0.15,-10.3,1.61,-4.98,0.25,0.61,0.51,0.28,0.34,0.62,0.34,0.36,0.33,0.25,0.46,0.5,0.85
73.85,-188.61,124.22,-20.42,-12.26,-4.97,12.04,-9.69,-19.05,5.39,-5.75,-9.68,4.88,-11.27,-9.97,-10.59,-4.77,-17.64,-6.39,-7.21,5.73,0.07,0.16,0.43,0.24,0.47,0.1,0.13,0.06,0.12,0.48,0.12,0.13
91.43,-204.12,122.83,46.81,28.42,-5.41,12.57,-14.43,-1.68,-3.98,-5.21,1.26,-7.39,-9.39,-5.74,-13.79,-2.08,-12.18,-4.13,-3.99,1.0,0.34,0.43,0.48,0.27,0.35,0.36,0.55,0.67,0.4,0.24,0.23,0.48
137.14,-143.06,127.47,-2.03,37.77,-2.57,10.99,-7.67,1.18,-9.63,4.37,-9.16,-2.61,-8.27,-0.93,-10.92,-8.42,1.53,2.5,-4.48,-1.81,0.49,0.37,0.16,0.14,0.11,0.16,0.41,0.46,0.56,0.4,0.22,0.32
101.05,-136.72,133.96,-12.39,30.83,12.69,22.07,4.75,6.72,4.37,5.8,3.04,5.84,0.55,4.8,-3.44,2.43,-1.9,1.67,-2.77,3.73,0.72,0.55,0.47,0.55,0.63,0.71,0.65,0.69,0.49,0.46,0.55,0.65
128.0,-157.59,88.48,21.31,43.05,14.58,15.63,14.62,12.95,-4.34,10.94,-2.29,14.22,-7.33,0.18,-5.47,2.02,-7.11,4.48,5.21,1.4,0.75,0.56,0.44,0.37,0.41,0.33,0.29,0.37,0.41,0.47,0.46,0.61
101.05,-265.46,92.59,9.84,13.84,-4.98,1.86,-16.17,-8.77,-17.64,0.64,-13.08,7.51,-9.65,-11.35,-13.95,-1.53,-10.13,-3.69,-9.05,-3.13,0.06,0.05,0.22,0.1,0.02,0.02,0.02,0.05,0.23,0.28,0.62,0.32
128.0,-278.29,100.16,9.13,29.4,-6.38,5.83,-3.02,1.94,-3.68,3.49,-7.03,8.52,-7.39,-0.61,-11.15,-5.24,-6.32,4.3,-3.1,1.05,0.18,0.37,0.63,0.62,0.48,0.46,0.3,0.6,0.59,0.25,0.34,0.35
112.94,-108.78,60.27,-21.95,21.28,-1.01,9.24,-8.01,6.75,4.99,13.22,7.75,11.1,1.29,9.32,-2.09,4.51,0.47,-0.1,-3.4,8.07,0.14,0.37,0.44,0.51,0.33,0.47,0.35,0.26,0.23,0.26,0.17,0.17
106.67,-127.04,83.48,-2.64,31.74,-3.0,11.52,-4.62,14.35,3.85,0.42,0.69,5.35,-2.33,1.95,-4.73,9.53,-4.69,0.81,1.97,7.23,0.61,0.43,0.38,0.2,0.12,0.33,0.4,0.32,0.37,0.39,0.4,0.41
68.57,-126.76,90.05,-1.4,24.24,-5.26,10.27,-9.39,6.35,-8.8,-2.1,-3.69,0.53,-7.84,0.21,-6.36,-1.44,-5.52,-1.27,-4.34,2.81,0.31,0.33,0.36,0.26,0.27,0.4,0.58,0.39,0.44,0.3,0.37,0.4
137.14,-207.91,109.01,-13.56,-0.05,-12.29,25.05,-6.28,-19.23,9.72,-8.48,-2.74,8.35,-10.64,14.18,-11.34,3.33,-4.8,6.75,-0.73,16.28,0.31,0.31,0.18,0.17,0.13,0.41,0.27,0.08,0.26,0.14,0.49,0.4
213.33,-311.59,116.26,-15.78,2.41,-13.54,-0.53,-13.54,-5.53,3.58,-3.84,-11.42,-16.62,-22.71,-6.53,-6.96,3.68,-3.67,5.12,-7.06,-9.39,0.29,0.13,0.24,0.12,0.26,0.37,0.27,0.35,0.33,0.15,0.17,0.47
76.8,-336.1,182.92,-63.12,34.98,-6.05,-25.93,9.58,-22.45,-11.79,-2.51,-23.99,-15.33,-15.83,-24.06,-1.87,-8.66,-11.6,-6.53,-15.54,-4.91,0.07,0.12,0.25,0.33,0.18,0.24,0.19,0.75,0.64,0.27,0.58,0.19
101.05,-191.0,3.4,-46.6,-3.4,-11.98,16.83,2.66,9.0,23.66,31.85,5.48,-2.82,2.67,1.91,-0.65,9.98,-0.73,4.06,-10.65,1.01,0.21,0.04,0.01,0.14,0.2,0.05,0.21,0.14,0.41,0.11,0.01,0.06
106.67,-229.88,121.31,19.44,25.9,2.18,17.55,-6.55,0.42,-7.43,9.61,-3.54,2.34,-6.18,4.06,-1.7,2.75,-8.75,-3.77,-4.09,-2.13,0.46,0.36,0.44,0.57,0.7,0.61,0.32,0.24,0.35,0.26,0.29,0.3
112.94,-163.7,91.13,35.53,30.47,11.14,10.74,-3.82,4.31,-5.14,4.99,3.24,-0.32,-7.53,-0.18,-1.02,12.5,0.03,6.73,-0.65,2.28,0.52,0.49,0.34,0.22,0.21,0.26,0.46,0.26,0.32,0.17,0.19,0.43
80.0,-342.15,97.94,28.64,54.33,-1.36,6.13,-0.02,-8.63,2.87,3.04,-7.92,-3.5,-8.05,-8.97,-6.14,-6.28,-4.95,-3.42,-4.97,0.55,0.24,0.35,0.59,0.47,0.21,0.1,0.26,0.24,0.06,0.04,0.05,0.12
73.85,-117.97,110.89,-5.76,38.07,-9.92,-0.51,-5.55,-5.11,8.35,8.05,-2.36,2.78,-9.28,-3.37,-11.01,-1.44,-3.7,4.32,-2.83,0.84,0.48,0.33,0.38,0.34,0.79,0.37,0.34,0.25,0.22,0.15,0.13,0.49
128.0,-209.34,113.94,57.61,16.82,3.98,-0.08,-4.51,-2.32,-6.04,2.68,-14.83,2.2,4.16,5.64,-7.76,-1.46,-10.56,-1.84,-11.89,-2.18,0.66,0.34,0.58,0.38,0.19,0.33,0.28,0.56,0.39,0.61,0.71,0.51
120.0,-173.62,79.03,63.74,11.92,11.46,8.53,6.67,16.38,7.4,9.9,5.21,11.19,0.7,0.37,-5.95,2.88,-1.52,5.86,-6.28,-4.8,0.13,0.3,0.23,0.24,0.23,0.39,0.67,0.69,0.67,0.35,0.14,0.07
120.0,-135.33,89.11,18.25,21.0,12.53,14.17,6.02,11.4,0.23,10.73,-2.23,11.9,4.38,1.91,-0.34,10.1,-2.59,1.96,0.47,6.29,0.26,0.28,0.51,0.43,0.25,0.19,0.31,0.22,0.19,0.58,0.32,0.27
147.69,-191.77,88.9,27.94,16.61,0.0,11.63,-2.7,5.99,-6.17,-0.05,-10.47,6.97,-5.17,1.84,-8.19,-2.3,-10.49,-6.03,-6.1,7.0,0.27,0.2,0.36,0.21,0.23,0.32,0.19,0.33,0.2,0.41,0.56,0.32
53.33,-218.81,134.86,52.16,17.96,-2.27,10.23,-3.68,9.35,14.32,10.94,-1.05,3.38,-7.66,7.3,-4.83,4.15,-4.61,2.43,-4.08,-1.31,0.68,0.55,0.68,0.3,0.19,0.22,0.21,0.37,0.26,0.4,0.59,0.63
120.0,-346.22,234.86,16.38,-22.11,-14.39,-2.7,-6.21,-18.71,-8.75,-9.88,-23.63,-15.12,-12.66,-15.08,-7.0,-13.24,-9.28,-4.09,-4.47,-0.69,0.46,0.47,0.24,0.33,0.14,0.4,0.12,0.21,0.41,0.12,0.04,0.08
128.0,-215.42,115.62,4.51,15.81,10.86,7.01,-5.33,-2.12,-9.26,-4.76,-5.43,2.24,-10.44,-4.8,-13.86,3.72,2.58,5.93,-1.09,4.58,0.27,0.42,0.37,0.64,0.61,0.26,0.33,0.38,0.63,0.46,0.27,0.43
91.43,-308.97,180.16,-33.54,14.55,-7.07,-15.59,-9.64,-14.18,-9.2,-6.73,-9.92,-3.73,-6.8,-3.06,-6.01,-1.95,-7.72,-3.01,-1.91,3.15,0.32,0.18,0.49,0.39,0.16,0.46,0.2,0.41,0.13,0.21,0.45,0.21
112.94,-227.08,151.43,-2.16,26.74,-8.05,12.54,-2.5,6.27,-6.88,-5.02,-8.43,-6.67,-9.0,-5.35,-9.73,-7.55,-11.17,-6.1,-9.4,-3.45,0.35,0.23,0.29,0.39,0.61,0.34,0.12,0.15,0.22,0.29,0.27,0.42
106.67,-230.8,124.67,22.01,19.62,3.39,-1.04,-0.97,-2.71,-4.0,-4.12,-7.07,-0.16,-7.01,2.47,-1.1,1.08,-6.46,-0.69,-9.47,-1.69,0.22,0.29,0.56,0.48,0.17,0.13,0.15,0.47,0.36,0.33,0.26,0.14
61.94,-308.85,169.06,-41.56,27.49,12.77,-10.88,-1.06,3.45,-12.67,-1.3,-3.63,-6.55,-3.33,-1.77,-13.46,-8.62,-5.25,-0.33,-5.41,-1.18,0.7,0.34,0.58,0.31,0.18,0.36,0.24,0.38,0.14,0.35,0.18,0.16
101.05,-199.74,149.11,28.6,16.7,4.09,5.26,-8.28,11.56,-0.94,0.43,-3.2,8.66,2.08,6.7,-2.72,11.29,6.9,7.72,-6.2,0.73,0.32,0.26,0.45,0.41,0.15,0.16,0.11,0.17,0.42,0.48,0.32,0.36
120.0,-177.11,112.03,44.91,29.32,24.8,15.59,-6.74,-1.05,-7.75,-4.95,-7.07,-2.65,-13.03,-6.04,-3.02,6.7,-4.34,3.06,-3.15,-0.54,0.39,0.26,0.42,0.5,0.33,0.51,0.58,0.3,0.29,0.31,0.61,0.63
174.55,-125.44,71.72,30.08,33.18,2.15,11.81,1.65,2.43,0.74,11.0,0.22,2.35,-11.68,7.1,2.25,5.6,-7.57,-3.83,-5.7,8.9,0.41,0.32,0.33,0.5,0.48,0.32,0.32,0.48,0.58,0.54,0.75,0.55
83.48,-143.37,97.51,-25.08,36.6,-18.89,3.97,0.73,-14.01,-13.29,-8.58,-17.17,-1.94,-15.4,-5.34,-6.0,-4.59,-12.87,-6.14,-11.64,-5.25,0.37,0.27,0.18,0.35,0.36,0.21,0.39,0.7,0.63,0.58,0.48,0.31
128.0,-142.7,107.18,34.4,16.1,5.9,-3.82,2.46,-2.53,5.58,9.07,3.82,2.53,-4.85,4.07,1.49,0.92,-1.75,2.41,-9.45,2.82,0.55,0.21,0.18,0.21,0.25,0.51,0.44,0.62,0.4,0.24,0.35,0.26
160.0,-149.29,109.98,10.59,46.33,1.26,13.1,-5.8,5.05,-4.45,0.5,-1.2,5.9,0.39,3.69,1.88,12.14,3.69,1.88,-1.56,2.88,0.5,0.42,0.62,0.6,0.3,0.36,0.23,0.53,0.38,0.27,0.6,0.56
160.0,-215.1,196.85,-35.66,25.6,-6.39,8.86,12.43,9.11,-8.81,5.72,0.05,0.36,-2.41,-1.99,-8.17,-1.76,-3.58,-1.54,-6.53,-9.28,0.53,0.72,0.53,0.27,0.22,0.17,0.3,0.57,0.66,0.68,0.4,0.42
128.0,-218.57,88.36,18.95,21.88,-1.3,-0.44,7.31,-9.95,-1.16,-15.93,-12.3,-1.07,-9.84,-1.12,-16.76,4.76,-16.31,-0.77,-2.35,-4.78,0.34,0.2,0.22,0.35,0.1,0.06,0.12,0.32,0.25,0.12,0.21,0.29
106.67,-254.88,140.47,-0.72,21.93,-7.81,-0.09,-8.91,2.98,-4.4,-5.58,-7.0,-1.02,-8.05,1.55,-0.44,-12.56,-9.79,4.96,1.41,0.53,0.11,0.09,0.25,0.14,0.33,0.34,0.27,0.2,0.19,0.71,0.27,0.19
137.14,-119.51,107.25,51.65,26.18,14.42,15.12,4.07,7.39,-8.05,1.6,-4.41,4.24,-5.23,0.14,-5.09,2.81,-3.97,0.71,-6.43,4.48,0.43,0.44,0.67,0.64,0.42,0.34,0.39,0.49,0.42,0.48,0.56,0.29
60.0,-233.47,66.75,35.5,60.6,2.66,8.14,-7.01,9.74,-1.85,8.34,-3.39,9.47,8.08,18.98,10.87,2.93,-5.86,3.01,2.64,3.56,0.49,0.38,0.53,0.31,0.39,0.42,0.32,0.58,0.28,0.27,0.38,0.46
120.0,-196.08,92.83,29.35,23.34,-1.87,-2.48,-11.47,2.8,-5.92,4.83,-5.57,0.7,-2.87,7.11,5.56,5.79,-2.91,6.44,1.21,1.36,0.13,0.15,0.12,0.12,0.11,0.17,0.55,0.31,0.66,0.55,0.09,0.13
83.48,-244.8,150.55,-53.86,21.9,-22.68,-0.97,-3.86,1.47,-4.24,-11.9,-11.06,-1.19,-9.21,-6.79,-18.39,-3.03,-0.38,-8.57,-12.81,-7.77,0.28,0.33,0.37,0.18,0.17,0.13,0.18,0.53,0.36,0.39,0.37,0.33
137.14,-213.21,135.49,-29.84,28.81,-19.19,2.23,-16.5,0.67,-12.3,-12.94,-9.47,1.4,-9.64,-0.95,-6.96,-3.02,1.34,-0.28,-8.9,-3.59,0.32,0.25,0.4,0.46,0.22,0.16,0.22,0.31,0.38,0.42,0.42,0.27
96.0,-272.82,107.78,31.83,35.02,3.99,10.05,3.75,8.47,7.96,4.62,-10.45,3.1,-1.3,1.2,-7.62,-6.73,-12.09,-0.28,-7.54,-1.6,0.26,0.13,0.32,0.3,0.21,0.27,0.24,0.38,0.33,0.34,0.3,0.17
174.55,-130.07,89.02,26.72,26.03,4.14,5.47,6.01,10.29,-12.34,-2.57,-5.05,1.01,-9.15,0.72,-10.12,-1.64,-9.24,0.64,-0.68,8.29,0.58,0.71,0.72,0.42,0.25,0.4,0.3,0.32,0.24,0.2,0.2,0.32
147.69,-264.22,230.95,-7.83,3.91,-17.22,6.86,25.37,11.59,-8.7,-0.16,0.29,-12.61,-2.64,-12.42,-2.83,-0.96,-8.22,-4.12,-1.61,-8.37,0.42,0.28,0.55,0.53,0.4,0.38,0.35,0.19,0.3,0.32,0.34,0.38
101.05,-127.89,62.31,19.77,38.93,4.22,10.31,-0.81,2.45,3.02,10.74,1.0,1.13,-6.31,6.81,0.76,10.6,-4.74,2.69,-12.32,-4.29,0.27,0.4,0.42,0.62,0.42,0.21,0.39,0.3,0.43,0.19,0.23,0.22
96.0,-161.0,99.82,-12.05,27.73,-6.95,-0.8,-9.21,-0.67,-3.18,-3.74,-12.13,0.46,-14.03,-2.95,-17.17,-5.76,-7.35,-9.11,-2.48,8.8,0.13,0.09,0.12,0.13,0.47,0.51,0.18,0.05,0.12,0.51,0.53,0.28
112.94,-203.33,117.99,-17.47,9.3,-14.15,-2.03,-7.02,2.93,8.81,3.21,-5.85,5.93,-1.06,-4.74,2.91,4.79,-8.78,-4.84,1.34,8.96,0.05,0.02,0.06,0.28,0.31,0.16,0.07,0.22,0.07,0.24,0.34,0.1
192.0,-112.46,115.9,-13.82,37.1,3.45,12.86,1.75,6.23,-12.44,2.43,-2.18,-1.74,-4.17,-1.37,-10.86,-0.18,-4.83,1.99,-13.23,-4.32,0.32,0.56,0.34,0.41,0.5,0.36,0.32,0.22,0.56,0.67,0.5,0.33
